"";"X1";"descripcio";"tipusHabitatge";"poble";"parroquia";"dataAnunci";"m2";"numHabitacions";"tipusOferta";"numVisites";"preu";"pm2"
"162";164;"Lloguer 98 m2 - 3 hab. Andorra, alquiler.~ Amplio apartamento de alquiler en Escaldes.~ Dispone de un amplio salón- comedor, 3 dormitorios dobles , uno de ellos tipo suite y dos baños.~ También tiene una gran cocina office, un recibidor y una plaza de aparcamiento opcional.~ No dude en contactarnos sobre este céntrico apartamento cerca de todos los servicios de Escaldes y Andorra la Vella.~ Ref. 9216";"NaN";"escaldes";"escaldes";"+ DE 1 MES";98;3;"Lloguer";420;1150;11,734693877551
"163";165;"Lloguer - 3 hab. Céntrico piso de 3 habitaciónes, 2 baños, 98,57m², recibidor, salón comedor, cocina. Parking opcional a 85 €";"Pis";"escaldes";"escaldes";"+ DE 1 MES";122,634920634921;3;"Lloguer";286;1150;9,37742687030805
"164";166;"Lloguer - 3 hab. Céntrico piso de 3 habitaciónes, 2 baños, 98,57m², recibidor, salón comedor, cocina. Parking opcional a 85 €";"Pis";"escaldes";"escaldes";"+ DE 1 MES";122,634920634921;3;"Lloguer";360;1150;9,37742687030805
"165";167;"Lloguer 95 m2 - 3 hab. Andorra, venta.~ Amplio apartamento de alquiler en Escaldes.~ Dispone de un amplio salón- comedor, 3 dormitorios dobles, y dos baños.~ También tiene una gran cocina office, un recibidor y una plaza de aparcamiento opcional.~ No dude en contactarnos sobre este céntrico apartamento cerca de todos los servicios de Escaldes y Andorra la Vella.~ Ref. 9198";"NaN";"escaldes";"escaldes";"+ DE 1 MES";95;3;"Lloguer";528;1150;12,1052631578947
"166";168;"Lloguer 99 m2 - 3 hab. Dificil de encontrar un apartamento como este en pleno centro de Escalde,s muy cerca de la Iglesia santa Anna, de la Avenida Carlemany y de la zona vivand, la principal arteria comercial del país.~ ~ En ABM disponemos de viviendas de alquiler para todos los presupuestos, oficinas, naves  industriales, despachos, llamenos sin compromiso al 853000. hacemos visitas los sábados y domingos en horario convenido. ~ ~ ABM SERVEIS IMMOBILIARIS está formado por un equipo de consultores dinámico y polivalente con amplia experiencia en el sector inmobiliario. Estamos a su disposición para todo aquello relacionado con su vivienda, inversión, residencia, y otros aspectos de su vida en Andorra. Por otra parte, también gestionamos comunidades, y tramitamos residencias, y creaciones de empresa.  ~ ~ Cuéntenos sus deseos en cuanto a inversión inmobiliaria, y nosotros buscaremos el producto que se adecue a sus necesidades. No dude en ponerse en contacto con nosotros para cualquier duda, aclaración o para coger cita para visitar uno de nuestros inmuebles. ~";"NaN";"pal";"escaldes";"+ DE 1 MES";99;3;"Lloguer";571;1150;11,6161616161616
"167";170;"Lloguer 135 m2 - 3 hab. Pis en lloguer a Escaldes-Engordany, totalment moblat i equipat, zona tranquila però molt a prop del centre,135m² distribuits en 3 dormitoris (2 dobles i 1 suite), 3 banys, cuina office i saló menjador amb balcó.  Plaça d'aparcament i traster inclosos.  Vistes i sol tot el dia.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";135;3;"Lloguer";22;1500;11,1111111111111
"168";171;"Lloguer 128 m2 - 3 hab. Pis en lloguer a Escaldes,  reformat a estrenar de 128m², 3 dormitoris, 2 banys complets, cuina oberta amb saló menjador, traster d'uns 20m², molt a prop de tots els serveis. Parquing opcional per la zona. Acabats de qualitat. Vistes i sol. S'admenten animals.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";128;3;"Lloguer";69;1100;8,59375
"169";172;"Lloguer 108 m2 - 3 hab. Pis en lloguer a Escaldes-Engordany, semi nou,  108m² distribuïts en 3 dormitoris dobles amb armaris (1 suite), cuina semi oberta, 2 banys complets (banyera i dutxa) i ampli saló menjador.  Plaça d'aparcament i traster inclosos al preu.  Bons acabats i bona situació. - NO ES PERMETEN ANIMALS";"Pis";"escaldes";"escaldes";"+ DE 1 MES";108;3;"Lloguer";69;1205;11,1574074074074
"170";173;"Lloguer 69 m2 - 2 hab. Pis de lloguer a Escaldes-Engordany totalment moblat i equipat de 69,98 distribuïts en 2 dormitoris, bany complet, cuina oberta i saló menjador. Plaça d'aparcament i traster.  Despeses incloses. - NO ES PERMETEN ANIMALS";"Pis";"escaldes";"escaldes";"+ DE 1 MES";69;2;"Lloguer";34;898;13,0144927536232
"171";174;"Lloguer 99 m2 - 3 hab. Pis situat al centre d'Escaldes, totalment reformat, molt a prop de l'església.98,57 m2 de vivenda distribuïts en:Rebedor distribuïdor, 3 habitacions dobles, una d'elles suite amb 1 bany complert amb banyera, 2 banys complets un amb banyera i un altre amb dutxa, cuina tancada i equipada amb placa vitroceràmica, campana extractora i forn. Possibilitat d'aparcament apart.El pis és tot exterior i amb armaris encastats.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";99;3;"Lloguer";596;1150;11,6161616161616
"172";175;"Lloguer 95 m2 - 3 hab. Pis situat al centre d'Escaldes, totalment reformat, molt a prop de l'església.94,92 m2 de vivenda distribuïts en:Rebedor distribuïdor, 3 habitacions dobles, una d'elles suite amb 1 bany complert amb banyera, 2 banys complets un amb banyera i un altre amb dutxa, cuina tancada i equipada amb placa vitroceràmica, campana extractora i forn. Possibilitat d'aparcament apart.El pis és tot exterior i amb armaris encastats";"Pis";"escaldes";"escaldes";"+ DE 1 MES";95;3;"Lloguer";303;1150;12,1052631578947
"173";176;"Lloguer 120 m2 - 3 hab. Pis de tres habitacions dobles amb armaris encastats, dos banys amb plat de dutxa, cuina oberta, ampli saló menjador molt lluminós. Calefacció elèctrica. Traster inclòs.";"Pis";"la massana";"la massana";"+ DE 1 MES";120;3;"Lloguer";250;1100;9,16666666666667
"174";177;"Lloguer 80 m2 - 2 hab. Pis completament reformat a pocs metres del centre d'Escaldes! Consta de dues habitacions dobles amb armaris encastats, un bany complet amb plat de dutxa, zona de bugaderia, cuina oberta, ampli saló menjador amb vistes i sol. No s'accepten animals.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";80;2;"Lloguer";911;900;11,25
"175";178;"Lloguer 180 m2 - 3 hab. Pis de lloguer de 3Hab, una en suite,2 banys, exterior amb unes vistes immillorables, sol tot el dia. Cuina independent molt gran amb accés a la terrassa,saló menjador amb llar de foc, terrasssa d'uns 10 m2Plaça de garatge inclosaNo accepten animals.";"Pis";"la massana";"la massana";"+ DE 1 MES";180;3;"Lloguer";689;1700;9,44444444444444
"176";179;"Lloguer 150 m2 - 2 hab. ATICO EN ESCALDES CON MUEBLES Y VISTAS~ Bonito ático en alquiler, situado en Escaldes-Engordany,muy bien situado por su proximidad de todos los servicios.~ Esta céntrica propiedad consta de un gran salón,amueblado y con fantásticas vistas, un amplio y acogedor dormitorio principal con chimenea, despacho / tocador y zona de vestuario.Un segundo dormitorio doble y dos baños, uno de ellos con bañera de hidromasaje,el otro con ducha, fantástica y moderna cocina totalmente equipada, también dispone de una pequeña habitación que se puede hacer servir como despacho.~ Todas sus estancias son exteriores,su buena orientación permite que aquesta propiedad disfrute del sol prácticamente durante todo el día.~ No dispone de garaje.Posibilidad de alquilar plazas de párquing a pocos metros del edificio. ~ Disponible a partir del día 1 de Diciembre.";"NaN";"pal";"escaldes";"+ DE 1 MES";150;2;"Lloguer";479;1300;8,66666666666667
"177";180;"Lloguer 124 m2 - 4 hab. Fantástico piso de diseño en alquiler ubicado en el centro de Escaldes-Engordany.  Dispone de una gran oferta de servicios cerca, una localización idónea y cerca de las principales avenidas y con los medios de transporte al alcance. El inmueble consta de un total de 124,23 m² y cabe destacar la decoración y los acabados de calidad que encontramos.  La zona de día se compone por un amplio salón comedor con salida a un soleado balcón. La cocina esta totalmente equipada y es de diseño. Dispone de puertas acristaladas y corredizas para dar la opción a cerrarla.  La zona de descanso se distribuye en cuatro habitaciones de las cuales dos de ellas son suites.Dispone  de un total de tres baños y una zona para lavandería o almacenaje.  El inmueble es muy luminoso y se alquila totalmente amueblado.  En el mismo edificio dispone de servicio de una plaza doble de estacionamiento.  Más información en www.finques3cases.com Más información en www.domandorra.ru   ANDORRA RENT PROPERTIES – FINQUES 3 CASES ANDORRA";"Pis";"pal";"escaldes";"+ DE 1 MES";124;4;"Lloguer";852;2000;16,1290322580645
"178";181;"Lloguer 130 m2 - 3 hab. Assolellat pis de 115 m2 + 15 m2 de terrassa a Escaldes-Engordany. Aquest preciós pis disposa d’un saló-menjador amb accés a la terrassa de 15 m2 on gaudir de les meravelloses vistes de la Vall, una cuina equipada i 3 habitacions dobles que comparteixen 2 banys complets. Al preu s’inclou una plaça doble d’aparcament al mateix edifici. 120€ a compte de despeses (revisables a finals d’any) i els animals no estan permesos.  DISPONIBLE A PARTIR DE L'1 DE SETEMBRE DE 2019. NO PER LLOGUER DE TEMPORADA.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";130;3;"Lloguer";995;1350;10,3846153846154
"179";182;"Lloguer 153 m2 - 3 hab. Fantástico piso en urbanización de lujo en Escaldes~Fantástico piso para alquilar,nuevo a estrenar,situado en zona residencial tranquila, con amplios espacios ajardinados comunes, a 5 minutos en coche del centro urbano y 20 caminando .~De nueva construcción y de estilo moderno.~Con 148m2 habitables,se distribuye de la siguiente manera:~Amplio recibidor.~Espacioso salón comedor con chimenea y suelos de parquet,con acceso a una bonita terraza desde donde podrá difrutar de unas fantásticas vistas panorámicas.~Amplia cocina independiente equipada con electrodomésticos de alta gama.~3 dormitorios dobles,de los cuales 2 en suite,1 de ellas con un bonito y practico vestidor,todos con armarios empotrados.~3 baños completos,2 con ducha hidromasaje y 1 con bañera hidromasaje.~Con acabados de primera calidad.Todas sus estáncias són exteriores.~Doble sistema de calefacción,gasoil y bomba de aire frio y caliente.~Incluye 1 box cerrado para 3 vehiculos.~No se admiten animales~";"Pis";"escaldes";"escaldes";"+ DE 1 MES";153;3;"Lloguer";201;3500;22,8758169934641
"180";183;"Lloguer 150 m2 - 2 hab. Singular Àtic en lloguer situat al cor d'Escaldes-Engordany. Escaldes-Engordany és la segona parròquia més poblada del Principat d'Andorra. Des dels anys 30 Escaldes-Engordany ha anat creixent a passos de gegant. Aquesta localitat sempre ha estat vinculada estretament amb l'aprofitament de l'aigua termal, ja que alberga els primers hotels balnearis del país, així com Caldea, el centre termolúdic més important del país, també trobem una de les principals zones comercials del país centralitzada principalment en l'Avinguda Carlemany. Aquesta cèntrica propietat consta d'un Gran Saló moblat i amb fantàstiques vistes, un ampli i acollidor dormitori principal amb llar de foc, despatx / tocador i zona de vestuari i un altre dormitori doble, dos banys, un d'ells amb banyera d'hidromassatge i l'altre amb dutxa, fantàstica i moderna cuina totalment equipada, també disposa d'una petita habitació que es pot fer servir com a despatx. Totes les estades d'aquesta propietat són exteriors, això unit a la seva bona orientació permet que aquesta propietat gaudeixi del sol pràcticament durant tot el dia. No inclou garatge. Hi ha la possibilitat de llogar places de pàrquing a pocs metres de l'edifici.";"NaN";"pal";"escaldes";"+ DE 1 MES";150;2;"Lloguer";559;1300;8,66666666666667
"181";184;"Lloguer 85 m2 - 2 hab. Es lloguen 2 pisos a Escaldes: 2 habitacions, 1 banys gran, cuina amplia (en un pis cuina oberta i a l'altre tancada), petita terrassa, calefacció elèctrica, espectaculars vistes a Escaldes. No disposa d'ascensor ni de pàrquing";"Pis";"escaldes";"escaldes";"+ DE 1 MES";85;2;"Lloguer";996;900;10,5882352941176
"182";185;"Lloguer 65 m2 - 2 hab. OPORTUNITAT A LLOGUER:Pis NOU A ESTRENAR, consta de dos dormitoris dobles, bany complet amb plat de dutxa i mampara. Saló menjador amb cuina oberta. Parquet i acabats de bona qualitat. Impressionants vistes a la vall i Caldea.És una quarta planta sense ascensor. Edifici només de 3 veïns.Lluminós i situat en zona molt tranquil · la a 5 minuts del centre d'Escaldes. (Carrer del Pui)Possibilitat de llogar en el mateix edifici un box tancat.Accepten animals segons condicions.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";65;2;"Lloguer";422;1100;16,9230769230769
"183";186;"Lloguer 95 m2 - 3 hab. Preciós apartament semi nou al centre d'Escaldes, amb 94,92 m² distribuïts en: rebedor, saló, cuina, 3 dormitoris i dos banys. És possible llogar una plaça d'aparcament al mateix edifici per 85 € / mes.";"NaN";"escaldes";"escaldes";"+ DE 1 MES";95;3;"Lloguer";618;1150;12,1052631578947
"184";187;"Lloguer 98 m2 - 3 hab. Andorra, alquiler.~ Amplio apartamento de alquiler en Escaldes.~ Dispone de un amplio salón- comedor, 3 dormitorios dobles , uno de ellos tipo suite y dos baños.~ También tiene una gran cocina office, un recibidor y una plaza de aparcamiento opcional.~ No dude en contactarnos sobre este céntrico apartamento cerca de todos los servicios de Escaldes y Andorra la Vella.~ Ref. 9216";"NaN";"escaldes";"escaldes";"+ DE 1 MES";98;3;"Lloguer";420;1150;11,734693877551
"185";188;"Lloguer - 3 hab. Céntrico piso de 3 habitaciónes, 2 baños, 98,57m², recibidor, salón comedor, cocina. Parking opcional a 85 €";"Pis";"la massana";"la massana";"+ DE 1 MES";122,634920634921;3;"Lloguer";286;1150;9,37742687030805
"186";189;"Lloguer - 3 hab. Céntrico piso de 3 habitaciónes, 2 baños, 98,57m², recibidor, salón comedor, cocina. Parking opcional a 85 €";"Pis";"la massana";"la massana";"+ DE 1 MES";122,634920634921;3;"Lloguer";360;1150;9,37742687030805
"187";190;"Lloguer 95 m2 - 3 hab. Andorra, venta.~ Amplio apartamento de alquiler en Escaldes.~ Dispone de un amplio salón- comedor, 3 dormitorios dobles, y dos baños.~ También tiene una gran cocina office, un recibidor y una plaza de aparcamiento opcional.~ No dude en contactarnos sobre este céntrico apartamento cerca de todos los servicios de Escaldes y Andorra la Vella.~ Ref. 9198";"NaN";"escaldes";"escaldes";"+ DE 1 MES";95;3;"Lloguer";528;1150;12,1052631578947
"188";191;"Lloguer 99 m2 - 3 hab. Dificil de encontrar un apartamento como este en pleno centro de Escalde,s muy cerca de la Iglesia santa Anna, de la Avenida Carlemany y de la zona vivand, la principal arteria comercial del país.~ ~ En ABM disponemos de viviendas de alquiler para todos los presupuestos, oficinas, naves  industriales, despachos, llamenos sin compromiso al 853000. hacemos visitas los sábados y domingos en horario convenido. ~ ~ ABM SERVEIS IMMOBILIARIS está formado por un equipo de consultores dinámico y polivalente con amplia experiencia en el sector inmobiliario. Estamos a su disposición para todo aquello relacionado con su vivienda, inversión, residencia, y otros aspectos de su vida en Andorra. Por otra parte, también gestionamos comunidades, y tramitamos residencias, y creaciones de empresa.  ~ ~ Cuéntenos sus deseos en cuanto a inversión inmobiliaria, y nosotros buscaremos el producto que se adecue a sus necesidades. No dude en ponerse en contacto con nosotros para cualquier duda, aclaración o para coger cita para visitar uno de nuestros inmuebles. ~";"NaN";"pal";"escaldes";"+ DE 1 MES";99;3;"Lloguer";571;1150;11,6161616161616
"189";193;"Lloguer 135 m2 - 3 hab. Pis en lloguer a Escaldes-Engordany, totalment moblat i equipat, zona tranquila però molt a prop del centre,135m² distribuits en 3 dormitoris (2 dobles i 1 suite), 3 banys, cuina office i saló menjador amb balcó.  Plaça d'aparcament i traster inclosos.  Vistes i sol tot el dia.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";135;3;"Lloguer";22;1500;11,1111111111111
"190";194;"Lloguer 128 m2 - 3 hab. Pis en lloguer a Escaldes,  reformat a estrenar de 128m², 3 dormitoris, 2 banys complets, cuina oberta amb saló menjador, traster d'uns 20m², molt a prop de tots els serveis. Parquing opcional per la zona. Acabats de qualitat. Vistes i sol. S'admenten animals.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";128;3;"Lloguer";69;1100;8,59375
"191";195;"Lloguer 108 m2 - 3 hab. Pis en lloguer a Escaldes-Engordany, semi nou,  108m² distribuïts en 3 dormitoris dobles amb armaris (1 suite), cuina semi oberta, 2 banys complets (banyera i dutxa) i ampli saló menjador.  Plaça d'aparcament i traster inclosos al preu.  Bons acabats i bona situació. - NO ES PERMETEN ANIMALS";"Pis";"escaldes";"escaldes";"+ DE 1 MES";108;3;"Lloguer";69;1205;11,1574074074074
"192";196;"Lloguer 69 m2 - 2 hab. Pis de lloguer a Escaldes-Engordany totalment moblat i equipat de 69,98 distribuïts en 2 dormitoris, bany complet, cuina oberta i saló menjador. Plaça d'aparcament i traster.  Despeses incloses. - NO ES PERMETEN ANIMALS";"Pis";"escaldes";"escaldes";"+ DE 1 MES";69;2;"Lloguer";34;898;13,0144927536232
"193";197;"Lloguer 99 m2 - 3 hab. Pis situat al centre d'Escaldes, totalment reformat, molt a prop de l'església.98,57 m2 de vivenda distribuïts en:Rebedor distribuïdor, 3 habitacions dobles, una d'elles suite amb 1 bany complert amb banyera, 2 banys complets un amb banyera i un altre amb dutxa, cuina tancada i equipada amb placa vitroceràmica, campana extractora i forn. Possibilitat d'aparcament apart.El pis és tot exterior i amb armaris encastats.";"Pis";"escaldes";"escaldes";"+ DE 1 MES";99;3;"Lloguer";596;1150;11,6161616161616
"194";198;"Lloguer 95 m2 - 3 hab. Pis situat al centre d'Escaldes, totalment reformat, molt a prop de l'església.94,92 m2 de vivenda distribuïts en:Rebedor distribuïdor, 3 habitacions dobles, una d'elles suite amb 1 bany complert amb banyera, 2 banys complets un amb banyera i un altre amb dutxa, cuina tancada i equipada amb placa vitroceràmica, campana extractora i forn. Possibilitat d'aparcament apart.El pis és tot exterior i amb armaris encastats";"Pis";"escaldes";"escaldes";"+ DE 1 MES";95;3;"Lloguer";303;1150;12,1052631578947
